ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007088,regulation of mitotic nuclear division,6/565,70/10364,0.18116937301640235,0.33883390275429476,0.22311306017888796,IGF2/IGF1/PDGFRB/DUSP1/EDN1/MKI67,6
GO:0002886,regulation of myeloid leukocyte mediated immunity,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,FCGR2B/C3/TYROBP/HMOX1,4
GO:0006081,cellular aldehyde metabolic process,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,AKR1C3/ALDH1A3/CACNA1H/CYP1B1,4
GO:0006826,iron ion transport,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,SLC11A1/LTF/STEAP4/LCN2,4
GO:0008306,associative learning,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,ATP1A2/AGT/FOS/RELN,4
GO:0040014,regulation of multicellular organism growth,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,MFSD2A/IGF2/IGF1/GDF15,4
GO:0045646,regulation of erythrocyte differentiation,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,ISG15/ZFP36/HSPA1A/HSPA1B,4
GO:0046324,regulation of glucose import,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,IGF1/HK2/KLF15/GPC3,4
GO:0061053,somite development,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,FRZB/SFRP2/SEMA3C/SFRP1,4
GO:0071364,cellular response to epidermal growth factor stimulus,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,COL1A1/SOX9/ZFP36/ID1,4
GO:0090311,regulation of protein deacetylation,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,APLNR/NNMT/BCL6/VEGFA,4
GO:1903351,cellular response to dopamine,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,ID1/TGM2/HRH2/NSG1,4
GO:1990089,response to nerve growth factor,4/565,41/10364,0.18288419963768746,0.34004471464082714,0.223910347413457,ID1/PTN/NTRK2/LCN2,4
GO:0051098,regulation of binding,19/565,278/10364,0.1828965465654864,0.34004471464082714,0.223910347413457,JUN/NES/IFIT1/IGF1/ACE/BCL3/APOE/RAMP1/ID1/SLPI/CLDN5/LIF/HMOX1/HOPX/CDKN1A/PLN/ANGPT1/KLF4/RAP1GAP,19
GO:0051302,regulation of cell division,8/565,101/10364,0.18504939768369902,0.3438911639205918,0.2264431313605625,IGF2/MDK/FGF7/SUSD2/SFRP2/THBS4/VEGFA/PTN,8
GO:0031400,negative regulation of protein modification process,26/565,396/10364,0.18659780919980187,0.3466113570163289,0.22823430574108922,ISG15/NIBAN1/RGS2/AGT/DDIT4/CDKN1C/THY1/GPRC5A/SOCS3/GADD45B/APOE/EMILIN1/FBLN1/KLF15/SLIT2/UCHL1/SFRP2/DUSP1/HSPA1A/HSPA1B/CDKN1A/IGFBP3/MLXIPL/HSPB1/SFRP1/ANGPT1,26
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",5/565,56/10364,0.1885811704940997,0.35011092979828196,0.2305386807943332,BCL3/NFKBIZ/BCL6/HLA-DRB1/RORC,5
GO:0033673,negative regulation of kinase activity,13/565,181/10364,0.18865283613458964,0.35011092979828196,0.2305386807943332,RGS2/AGT/CDKN1C/THY1/GPRC5A/GADD45B/APOE/UCHL1/SFRP2/DUSP1/CDKN1A/HSPB1/SFRP1,13
GO:0032868,response to insulin,14/565,198/10364,0.19246681013041778,0.35564844555416114,0.23418498677505123,FABP3/AGT/EGR2/IGF2/ADM/SOCS3/ICAM1/INHBB/KLF15/TNFSF10/EGR1/PLN/PDK4/LPL,14
GO:0007249,I-kappaB kinase/NF-kappaB signaling,16/565,231/10364,0.19362523966020204,0.35564844555416114,0.23418498677505123,S100A4/BIRC3/CLEC7A/CX3CL1/SECTM1/BCL3/TGM2/S100B/HMOX1/LTF/TNFSF10/HLA-DRB1/HSPB1/CD36/ANGPT1/CCL21,16
GO:0046635,positive regulation of alpha-beta T cell activation,4/565,42/10364,0.19407899117077762,0.35564844555416114,0.23418498677505123,ZBTB16/NFKBIZ/HLA-DRB1/CD3E,4
GO:0048857,neural nucleus development,4/565,42/10364,0.19407899117077762,0.35564844555416114,0.23418498677505123,CKB/ALDH1A3/BASP1/PADI2,4
GO:0090199,regulation of release of cytochrome c from mitochondria,4/565,42/10364,0.19407899117077762,0.35564844555416114,0.23418498677505123,IGF1/TNFSF10/GPER1/CLU,4
GO:1903350,response to dopamine,4/565,42/10364,0.19407899117077762,0.35564844555416114,0.23418498677505123,ID1/TGM2/HRH2/NSG1,4
GO:0001541,ovarian follicle development,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,ICAM1/INHBB/VEGFA,3
GO:0021795,cerebral cortex cell migration,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,SLIT2/MDGA1/RELN,3
GO:0030261,chromosome condensation,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,H1-2/GPER1/TOP2A,3
GO:0030890,positive regulation of B cell proliferation,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,BCL6/CD38/CDKN1A,3
GO:0034142,toll-like receptor 4 signaling pathway,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,OAS1/LTF/CD14,3
GO:0042088,T-helper 1 type immune response,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,BCL3/SLC11A1/HLA-DRB1,3
GO:0043537,negative regulation of blood vessel endothelial cell migration,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,THBS1/APOE/KLF4,3
GO:0045332,phospholipid translocation,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,MFSD2A/ABCA1/KCNN4,3
GO:0045581,negative regulation of T cell differentiation,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,MDK/BCL6/FGL2,3
GO:0045648,positive regulation of erythrocyte differentiation,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,ISG15/HSPA1A/HSPA1B,3
GO:0046326,positive regulation of glucose import,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,IGF1/KLF15/GPC3,3
GO:0071480,cellular response to gamma radiation,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,CRYAB/EGR1/CDKN1A,3
GO:0090504,epiboly,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,CCN1/HBEGF/COL5A1,3
GO:0098751,bone cell development,3/565,28/10364,0.1941412879741701,0.35564844555416114,0.23418498677505123,FBN1/TYROBP/LTF,3
GO:0002418,immune response to tumor cell,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,PRF1/HLA-DRB1,2
GO:0002758,innate immune response-activating signal transduction,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,CLEC7A/TYROBP,2
GO:0003159,morphogenesis of an endothelium,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,ITGAX/LCN2,2
GO:0006007,glucose catabolic process,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,HK2/HK3,2
GO:0015813,L-glutamate transmembrane transport,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,ATP1A2/SLC1A3,2
GO:0016137,glycoside metabolic process,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,AKR1C2/AKR1C3,2
GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,SELP/SELL,2
GO:0030033,microvillus assembly,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,ESPN/RAP1GAP,2
GO:0033238,regulation of cellular amine metabolic process,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,NNMT/NR4A2,2
GO:0034695,response to prostaglandin E,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,SFRP1/CCL21,2
GO:0035970,peptidyl-threonine dephosphorylation,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,DUSP5/DUSP1,2
GO:0045655,regulation of monocyte differentiation,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,JUN/HLA-DRB1,2
GO:0045777,positive regulation of blood pressure,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,AGT/ACE,2
GO:0045980,negative regulation of nucleotide metabolic process,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,DDIT4/H19,2
GO:0048048,embryonic eye morphogenesis,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,FBN1/ALDH1A3,2
GO:0051000,positive regulation of nitric-oxide synthase activity,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,APOE/NPR3,2
GO:0061154,endothelial tube morphogenesis,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,ITGAX/LCN2,2
GO:0072539,T-helper 17 cell differentiation,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,NFKBIZ/RORC,2
GO:0072576,liver morphogenesis,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,MDK/PTN,2
GO:1900543,negative regulation of purine nucleotide metabolic process,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,DDIT4/H19,2
GO:1900746,regulation of vascular endothelial growth factor signaling pathway,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,DCN/SMOC2,2
GO:1901673,regulation of mitotic spindle assembly,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,HSPA1A/HSPA1B,2
GO:2000679,positive regulation of transcription regulatory region DNA binding,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,IGF1/KLF4,2
GO:2000811,negative regulation of anoikis,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,PDK4/NTRK2,2
GO:2001224,positive regulation of neuron migration,2/565,15/10364,0.19554583559902705,0.35564844555416114,0.23418498677505123,MDK/RELN,2
GO:0032091,negative regulation of protein binding,6/565,72/10364,0.19794747088552153,0.3596968245917999,0.23685073606551293,NES/IFIT1/ACE/ID1/SLPI/CDKN1A,6
GO:1901222,regulation of NIK/NF-kappaB signaling,6/565,72/10364,0.19794747088552153,0.3596968245917999,0.23685073606551293,TNFSF14/BCL3/CD14/EDN1/TCIM/CCN3,6
GO:0002028,regulation of sodium ion transport,5/565,57/10364,0.19817655808188095,0.3599533401895389,0.2370196447240915,ATP1A2/CNTN1/SERPINE2/SIK1/PRSS8,5
GO:0043009,chordate embryonic development,26/565,401/10364,0.20406302281674493,0.37048071636884866,0.2439516403004709,CCN1/TENT5C/PHGDH/PRRX1/IGF2/ADM/IGF1/KRT19/COL1A1/SOX9/SOCS3/JUNB/KLF2/SOX18/LIF/MAFF/HOPX/SFRP2/EDN1/VEGFA/SEMA3C/SFRP1/SULF1/ANGPT1/KLF4/ELF3,26
GO:0038034,signal transduction in absence of ligand,4/565,43/10364,0.20547968157188437,0.37239212764731944,0.24521025349157563,IFI6/CX3CL1/HSPA1A/HSPA1B,4
GO:0043506,regulation of JUN kinase activity,4/565,43/10364,0.20547968157188437,0.37239212764731944,0.24521025349157563,SFRP2/EDN1/TNXB/SFRP1,4
GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,4/565,43/10364,0.20547968157188437,0.37239212764731944,0.24521025349157563,IFI6/CX3CL1/HSPA1A/HSPA1B,4
GO:1901616,organic hydroxy compound catabolic process,4/565,43/10364,0.20547968157188437,0.37239212764731944,0.24521025349157563,AKR1C3/CYP4F12/APOE/MOXD1,4
GO:0001701,in utero embryonic development,18/565,267/10364,0.20654362443241245,0.37415468956915776,0.2463708533634878,CCN1/TENT5C/IGF2/ADM/IGF1/KRT19/SOCS3/JUNB/KLF2/SOX18/LIF/MAFF/HOPX/EDN1/VEGFA/ANGPT1/KLF4/ELF3,18
GO:0009749,response to glucose,10/565,136/10364,0.2075292587810945,0.375706148084254,0.24739244728968568,ADRA2A/THBS1/ICAM1/COL6A2/EGR1/HLA-DRB1/CCN2/GPER1/MLXIPL/LPL,10
GO:0006970,response to osmotic stress,5/565,58/10364,0.20793544303208303,0.375706148084254,0.24739244728968568,PTGS2/KCNMA1/MYLK/AQP1/TSC22D3,5
GO:0048709,oligodendrocyte differentiation,5/565,58/10364,0.20793544303208303,0.375706148084254,0.24739244728968568,MDK/SOX9/PTN/CLU/NTRK2,5
GO:0061515,myeloid cell development,5/565,58/10364,0.20793544303208303,0.375706148084254,0.24739244728968568,FBN1/KLF2/TYROBP/LTF/BCL6,5
GO:0099175,regulation of postsynapse organization,5/565,58/10364,0.20793544303208303,0.375706148084254,0.24739244728968568,FCGR2B/SRGN/APOE/LILRB2/RELN,5
GO:0017156,calcium-ion regulated exocytosis,3/565,29/10364,0.2084095413530388,0.375706148084254,0.24739244728968568,ADRA2A/SYT7/CACNA1H,3
GO:0031112,positive regulation of microtubule polymerization or depolymerization,3/565,29/10364,0.2084095413530388,0.375706148084254,0.24739244728968568,MAP1B/HSPA1A/HSPA1B,3
GO:0046685,response to arsenic-containing substance,3/565,29/10364,0.2084095413530388,0.375706148084254,0.24739244728968568,ATF3/HMOX1/CDKN1A,3
GO:0050856,regulation of T cell receptor signaling pathway,3/565,29/10364,0.2084095413530388,0.375706148084254,0.24739244728968568,GBP1/THY1/KCNN4,3
GO:0051085,chaperone cofactor-dependent protein refolding,3/565,29/10364,0.2084095413530388,0.375706148084254,0.24739244728968568,HSPA6/HSPA1A/HSPA1B,3
GO:0072524,pyridine-containing compound metabolic process,3/565,29/10364,0.2084095413530388,0.375706148084254,0.24739244728968568,NNMT/PTGIS/NAMPT,3
GO:0046661,male sex differentiation,7/565,89/10364,0.21109648563748376,0.3803824877640222,0.25047169186323015,AKR1C3/SOX9/ICAM1/TNFSF10/SFRP2/PDGFRB/SFRP1,7
GO:0042157,lipoprotein metabolic process,8/565,105/10364,0.21333447612342668,0.3842460823798103,0.2530157655554198,DGAT2/ITGB3/LDLR/APOE/APOC1/APOD/ZDHHC11B/ABCA1,8
GO:0002702,positive regulation of production of molecular mediator of immune response,6/565,74/10364,0.21527572607667678,0.3849604592654323,0.2534861636229584,CLEC7A/SLC7A5/SPON2/HLA-G/CD36/NR4A3,6
GO:0043255,regulation of carbohydrate biosynthetic process,6/565,74/10364,0.21527572607667678,0.3849604592654323,0.2534861636229584,IGF2/DGAT2/NNMT/IGF1/SIK1/GPER1,6
GO:0002092,positive regulation of receptor internalization,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,VEGFA/ANGPT1,2
GO:0002888,positive regulation of myeloid leukocyte mediated immunity,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,C3/TYROBP,2
GO:0006775,fat-soluble vitamin metabolic process,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,CYP4F12/CYP26B1,2
GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,MUC1/CDKN1A,2
GO:0008209,androgen metabolic process,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,ADM/SPP1,2
GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,ATP1A2/PLN,2
GO:0021988,olfactory lobe development,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,ATP1A2/SLIT2,2
GO:0031998,regulation of fatty acid beta-oxidation,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,MFSD2A/PLIN5,2
GO:0033081,regulation of T cell differentiation in thymus,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,IL7R/EGR3,2
GO:0034349,glial cell apoptotic process,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,CCL2/AKAP12,2
GO:0034390,smooth muscle cell apoptotic process,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,IGF1/EDN1,2
GO:0034391,regulation of smooth muscle cell apoptotic process,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,IGF1/EDN1,2
GO:0035994,response to muscle stretch,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,FOS/EDN1,2
GO:0045649,regulation of macrophage differentiation,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,C1QC/LIF,2
GO:0050860,negative regulation of T cell receptor signaling pathway,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,GBP1/THY1,2
GO:0051900,regulation of mitochondrial depolarization,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,IFI6/DCN,2
GO:0060142,regulation of syncytium formation by plasma membrane fusion,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,GDF15/TYROBP,2
GO:0060292,long-term synaptic depression,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,LILRB2/CD38,2
GO:0060561,apoptotic process involved in morphogenesis,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,CCN1/CRYAB,2
GO:1902547,regulation of cellular response to vascular endothelial growth factor stimulus,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,DCN/SMOC2,2
GO:1904385,cellular response to angiotensin,2/565,16/10364,0.21589379933400893,0.3849604592654323,0.2534861636229584,AGT/CA2,2
GO:0006835,dicarboxylic acid transport,4/565,44/10364,0.21706926045846564,0.38655134942016456,0.25453372222894644,ATP1A2/FOLR2/SLC1A3/NTRK2,4
GO:0019083,viral transcription,4/565,44/10364,0.21706926045846564,0.38655134942016456,0.25453372222894644,JUN/IFITM3/CCL5/ZFP36,4
GO:0070849,response to epidermal growth factor,4/565,44/10364,0.21706926045846564,0.38655134942016456,0.25453372222894644,COL1A1/SOX9/ZFP36/ID1,4
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,5/565,59/10364,0.21784765773986015,0.38776883077695107,0.2553354011312503,F3/S100A9/S100A8/P2RX1/NGFR,5
GO:0022412,cellular process involved in reproduction in multicellular organism,12/565,171/10364,0.22284799004357655,0.39556051566804007,0.26046601718197376,MDK/FOLR2/ZBTB16/IGF1/TMEM119/CYP26B1/INHBB/SLIT2/SLIT3/PTN/SFRP1/TOP2A,12
GO:0002431,Fc receptor mediated stimulatory signaling pathway,3/565,30/10364,0.22290134578558096,0.39556051566804007,0.26046601718197376,FCER1G/FCGR2B/NR4A3,3
GO:0014009,glial cell proliferation,3/565,30/10364,0.22290134578558096,0.39556051566804007,0.26046601718197376,CX3CL1/PTN/CLU,3
GO:0043276,anoikis,3/565,30/10364,0.22290134578558096,0.39556051566804007,0.26046601718197376,SIK1/PDK4/NTRK2,3
GO:0045604,regulation of epidermal cell differentiation,3/565,30/10364,0.22290134578558096,0.39556051566804007,0.26046601718197376,ZFP36/MAFF/AQP3,3
GO:0045661,regulation of myoblast differentiation,3/565,30/10364,0.22290134578558096,0.39556051566804007,0.26046601718197376,ID3/SOX9/IGFBP3,3
GO:0150117,positive regulation of cell-substrate junction organization,3/565,30/10364,0.22290134578558096,0.39556051566804007,0.26046601718197376,THY1/VEGFA/SFRP1,3
GO:0046632,alpha-beta T cell differentiation,6/565,75/10364,0.22412925521228186,0.3975672317327045,0.2617873860251089,ZBTB16/BCL3/NFKBIZ/BCL6/HLA-DRB1/RORC,6
GO:0043393,regulation of protein binding,11/565,155/10364,0.2249483412467307,0.3988473404348703,0.2626303033588828,NES/IFIT1/ACE/APOE/RAMP1/ID1/SLPI/CLDN5/HOPX/CDKN1A/ANGPT1,11
GO:0002706,regulation of lymphocyte mediated immunity,7/565,91/10364,0.22709095346176975,0.4022978638998206,0.2649023807490912,FCGR2B/C3/BCL6/IL7R/HLA-G/HLA-DRB1/AZGP1,7
GO:0038127,ERBB signaling pathway,7/565,91/10364,0.22709095346176975,0.4022978638998206,0.2649023807490912,IFI6/AGT/ADRA2A/GPRC5A/SOX9/HBEGF/GPER1,7
GO:0033619,membrane protein proteolysis,4/565,45/10364,0.22883074376245202,0.404854392810492,0.2665857866422416,ADRA2A/APOE/TIMP3/TIMP1,4
GO:0046637,regulation of alpha-beta T cell differentiation,4/565,45/10364,0.22883074376245202,0.404854392810492,0.2665857866422416,ZBTB16/NFKBIZ/BCL6/HLA-DRB1,4
GO:0055117,regulation of cardiac muscle contraction,4/565,45/10364,0.22883074376245202,0.404854392810492,0.2665857866422416,ATP1A2/RGS2/PLN/CCN2,4
GO:0002705,positive regulation of leukocyte mediated immunity,6/565,76/10364,0.23309981029428042,0.41222921094807086,0.2714419070881674,CLEC7A/C3/TYROBP/HLA-G/HLA-DRB1/AZGP1,6
GO:0010212,response to ionizing radiation,9/565,124/10364,0.2347448757880455,0.4149592061641875,0.2732395359027291,VCAM1/CRYAB/ICAM1/THBD/SFRP2/EGR1/CDKN1A/NAMPT/SFRP1,9
GO:0034101,erythrocyte homeostasis,8/565,108/10364,0.23556597145559088,0.4154046946988221,0.2735328781846819,ISG15/KLF2/ZFP36/HMOX1/BCL6/HSPA1A/HSPA1B/VEGFA,8
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,FCGR2B/HLA-DRB1,2
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,RN7SL1/RN7SL2,2
GO:0007618,mating,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,P2RX1/SERPINE2,2
GO:0032402,melanosome transport,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,MLPH/RAB27B,2
GO:0034755,iron ion transmembrane transport,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,SLC11A1/LCN2,2
GO:0035025,positive regulation of Rho protein signal transduction,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,COL3A1/PDGFRB,2
GO:0046461,neutral lipid catabolic process,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,PLIN5/LPL,2
GO:0046464,acylglycerol catabolic process,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,PLIN5/LPL,2
GO:0055022,negative regulation of cardiac muscle tissue growth,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,RGS2/PI16,2
GO:0061117,negative regulation of heart growth,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,RGS2/PI16,2
GO:1902001,fatty acid transmembrane transport,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,THBS1/CD36,2
GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,CREB3L1/HSPA1A,2
GO:1902883,negative regulation of response to oxidative stress,2/565,17/10364,0.23641742517055578,0.4154046946988221,0.2735328781846819,H19/NR4A3,2
GO:0009395,phospholipid catabolic process,3/565,31/10364,0.23758386875913634,0.41673879978573447,0.27441135069325223,LDLR/APOC1/ENPP2,3
GO:0022617,extracellular matrix disassembly,3/565,31/10364,0.23758386875913634,0.41673879978573447,0.27441135069325223,ADAMTS4/MMP2/ADAMTS5,3
GO:0060338,regulation of type I interferon-mediated signaling pathway,3/565,31/10364,0.23758386875913634,0.41673879978573447,0.27441135069325223,ISG15/OAS1/OAS3,3
GO:1901661,quinone metabolic process,3/565,31/10364,0.23758386875913634,0.41673879978573447,0.27441135069325223,AKR1C2/AKR1C3/CYP4F12,3
GO:0030534,adult behavior,5/565,61/10364,0.23809092103975368,0.4172706467194998,0.27476155767069627,ATP1A2/CXCL12/SNCG/NR4A2/UCHL1,5
GO:1900407,regulation of cellular response to oxidative stress,5/565,61/10364,0.23809092103975368,0.4172706467194998,0.27476155767069627,ALOX5/H19/HSPB1/CD36/NR4A3,5
GO:0051348,negative regulation of transferase activity,14/565,207/10364,0.23920810838894863,0.41904920656583466,0.2759326917478988,RGS2/AGT/CDKN1C/THY1/GPRC5A/GADD45B/ZFP36/APOE/UCHL1/SFRP2/DUSP1/CDKN1A/HSPB1/SFRP1,14
GO:0031529,ruffle organization,4/565,46/10364,0.24074723837851722,0.4213848627283666,0.2774706588453827,CSPG4/ICAM1/CSF1R/CCL21,4
GO:1900024,regulation of substrate adhesion-dependent cell spreading,4/565,46/10364,0.24074723837851722,0.4213848627283666,0.2774706588453827,GBP1/MDK/POSTN/FBLN1,4
GO:0071887,leukocyte apoptotic process,6/565,77/10364,0.2421803530705629,0.4237121219961045,0.2790030968122859,CXCL12/CCL5/BCL6/IL7R/CCL21/TSC22D3,6
GO:0032273,positive regulation of protein polymerization,8/565,109/10364,0.2431501569835243,0.42522714339621887,0.2800006978730663,LMOD1/TPPP3/ICAM1/MAP1B/HSPA1A/HSPA1B/CCL21/TENM1,8
GO:0009952,anterior/posterior pattern specification,7/565,93/10364,0.24348580527660793,0.4256323171658552,0.280267493960804,ZBTB16/BHLHE40/SFRP2/BASP1/SEMA3C/SFRP1/GPC3,7
GO:0048872,homeostasis of number of cells,14/565,208/10364,0.24466536696825994,0.4275117423679284,0.28150504517632086,ISG15/PLA2G2A/SOX9/TNFSF14/KLF2/ZFP36/HMOX1/BCL6/IL7R/HSPA1A/HSPA1B/VEGFA/CCN3/TSC22D3,14
GO:0045055,regulated exocytosis,10/565,142/10364,0.2464188236613233,0.4303919215313386,0.2834015661023213,FCGR2B/ADRA2A/SYT7/CACNA1H/P2RX1/HMOX1/ANXA3/ADCY1/NR4A3/PTGDS,10
GO:0035023,regulation of Rho protein signal transduction,5/565,62/10364,0.2484012494974938,0.4332998361494416,0.2853163500832335,APOE/COL3A1/BCL6/PDGFRB/ABCA1,5
GO:0042982,amyloid precursor protein metabolic process,5/565,62/10364,0.2484012494974938,0.4332998361494416,0.2853163500832335,IGF1/APOE/CLU/NTRK2/NSG1,5
GO:0051817,modulation of process of other organism involved in symbiotic interaction,5/565,62/10364,0.2484012494974938,0.4332998361494416,0.2853163500832335,JUN/IFI27/CCL5/APOE/LTF,5
GO:0009792,embryo development ending in birth or egg hatching,26/565,413/10364,0.24907914972368664,0.43429729087256097,0.28597314733361495,CCN1/TENT5C/PHGDH/PRRX1/IGF2/ADM/IGF1/KRT19/COL1A1/SOX9/SOCS3/JUNB/KLF2/SOX18/LIF/MAFF/HOPX/SFRP2/EDN1/VEGFA/SEMA3C/SFRP1/SULF1/ANGPT1/KLF4/ELF3,26
GO:0006814,sodium ion transport,8/565,110/10364,0.2508146210003494,0.4371371044595277,0.287843088607423,ATP1A2/CNTN1/CACNA1H/SCN7A/SERPINE2/SIK1/SGK1/PRSS8,8
GO:0030203,glycosaminoglycan metabolic process,6/565,78/10364,0.2513637817910503,0.4376200397021769,0.288161088544796,ITIH5/LYVE1/DCN/PDGFRB/ANGPT1/BGN,6
GO:0048041,focal adhesion assembly,6/565,78/10364,0.2513637817910503,0.4376200397021769,0.288161088544796,THY1/THBS1/FAM107A/APOD/VEGFA/SFRP1,6
GO:0001756,somitogenesis,3/565,32/10364,0.2524253404791791,0.4376200397021769,0.288161088544796,SFRP2/SEMA3C/SFRP1,3
GO:0007528,neuromuscular junction development,3/565,32/10364,0.2524253404791791,0.4376200397021769,0.288161088544796,COL4A1/PTN/TNC,3
GO:0015800,acidic amino acid transport,3/565,32/10364,0.2524253404791791,0.4376200397021769,0.288161088544796,ATP1A2/SLC1A3/NTRK2,3
